主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,備註說明
台北市,20190308,20181228,北市勞職字第10761008241號,川億營造有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
職業安全衛生署,20190510,20181228,勞職授字第1070205995號,安生營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之樓板開口部分及其外牆施工架等場所，勞工有遭受墜落危險之虞，未於該樓板開口部分設置護欄、護蓋或安全網及於施工架工作臺設置護欄(內側交叉拉桿及下拉桿)等防護設備。,
職業安全衛生署,20190510,20181228,勞職授字第1070205999號,德元營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之作業廠房鋼構平台邊緣開口、屋頂及內、外牆施工架工作臺作業場所，勞工有遭受墜落危險之虞，未於作業廠房鋼構平台邊緣開口設置護欄、屋頂下方設置安全網及內、外牆施工架工作臺設置護欄(內側交叉拉桿及內、外側下拉桿)等防護設備。,
職業安全衛生署,20190510,20181228,勞職授字第1070205963號,建忠工程有限公司,營造安全衛生設施標準第18條第1項第3款、第2項暨職業安全衛生法第6條第1項,對於使勞工於高度2公尺以上易踏穿材料構築之屋頂從事焊接白鐵棚架作業，於該屋頂作業時未先規劃安全通道，未於屋架上設置適當強度且寬度在30公分以上之踏板，並於下方適當範圍裝設堅固格柵或安全網等防墜設施及未指派屋頂作業主管於現場辦理規定事項，致發生職業安全衛生法第37條第2項之職業災害。,
高雄市,20190325,20181228,高市勞檢字第10772122603號,楊靜儀即翔昇工程行,職業安全衛生法第6條第1項第5款,對於工作場所有物體飛落之虞，未防止物體飛?之作業場所引起之危害，致發生死亡災害。,
職業安全衛生署,20190308,20181228,勞職授字第1070205933號,工德股份有限公司,職業安全衛生設施規則第224條第1項暨職業安全衛生法第6條第1項,"對於高度在2公尺以上之工作場所邊緣及開口部份,使勞工有遭受墜落危險之虞者,未設有適當強度之圍欄、握把、覆蓋等防護措施。",
職業安全衛生署,20190308,20181228,勞職授字第1070205955號,歐盟能源股份有限公司,職業安全衛生設施規則第37條第1項暨職業安全衛生法第6條第1項,"對於所設置之固定梯子,其頂端約齊平板面,未突出板面60公分以上。",
職業安全衛生署,20190308,20181228,勞職授字第10702056932號,萬代福營造有限公司,職業安全衛生法第37條第2項第3款,"勞動場所發生罹災人數在1人以上,且需住院治療之職業災害,未於8小時內通報勞動檢查機構。",
職業安全衛生署,20190307,20181228,勞職授字第1070205956號,光曜工程有限公司,"營造安全衛生設施標準第11條之1
暨職業安全衛生法第6條第1項",對於進入營繕工程工作場所作業人員，未提供適當安全帽，並使其正確戴用。,
職業安全衛生署,20190307,20181228,勞職授字第1070205953號,金牌土木包工業,"營造安全衛生設施標準第11條之1
暨職業安全衛生法第6條第1項",對於進入營繕工程工作場所作業人員，未提供適當安全帽，並使其正確戴用。,
桃園市,20190201,20181227,府勞檢字第1070328818 號,誠益營造有限公司(何嘉益),職業安全衛生設施規則第230條第1項第3款暨職業安全衛生法第6條第1項;職業安全衛生設施規則第230條第1項第4款暨職業安全衛生法第6條第1項;職業安全衛生設施規則第253條暨職業安全衛生法第6條第1項;營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,雇主對於使用之合梯，應符合下列規定：一、…。三、梯腳與地面之角度應在七十五度以內，且兩梯腳間有金屬等硬質繫材扣牢，腳部有防滑絕緣腳座套。四、…。;雇主對於使用之合梯，應符合下列規定：一、…。四、有安全之防滑梯面。;雇主不得於通路上使用臨時配線或移動電線。但經妥為防護而車輛或其他物體通過該配線或移動電線時不致損傷其絕緣被覆者，不在此限。;雇主對於高度二公尺以上之屋頂、鋼樑、開口部分、階梯、樓梯、坡道、工作臺、擋土牆、擋土支撐、施工構臺、橋樑墩柱及橋樑上部結構、橋臺等場所作業，勞工有遭受墜落危險之虞者，應於該處設置護欄、護蓋或安全網等防護設備。,
台北市,20190308,20181227,北市勞職字第10761008221號,虹泰營造有限公司,營造安全衛生設施標準第5條暨職業安全衛生法第6條第1項第7款,暴露鋼筋等材料未採取防護設施。,
桃園市,20190201,20181227,府勞檢字第1070327226號,同開科技工程股份有限公司( 張國欽),職業安全衛生法第37條第2項第3款,事業單位勞動場所發生下列職業災害之一者，雇主應於八小時內通報勞動檢查機構：一、…。三、發生災害之罹災人數在一人以上，且需住院治療。四、…。,
桃園市,20190201,20181227,府勞檢字第10703272261號,同開科技工程股份有限公司( 張國欽),職業安全衛生設施規則第43條第1項暨職業安全衛生法第6條第1項;職業安全衛生設施規則第108條第5款暨職業安全衛生法第6條第1項;職業安全衛生設施規則第45條暨職業安全衛生法第6條第1項;職業安全衛生設施規則第275條第5款暨職業安全衛生法第6條第1項,雇主對於機械之原動機、轉軸、齒輪、帶輪、飛輪、傳動輪、傳動帶等有危害勞工之虞之部分，應有護罩、護圍、套胴、跨橋等設備。;雇主對於高壓氣體之貯存，應依下列規定辦理：一、…。五、應安穩置放並加固定及裝妥護蓋。六、…。;雇主對於使用動力運轉之機械，具有顯著危險者，應於適當位置設置有明顯標誌之緊急制動裝置，立即遮斷動力並與制動系統連動，能於緊急時快速停止機械之運轉。;雇主對於電氣設備，平時應注意下列事項：一、…。五、防止工作人員感電之圍柵、屏障等設備，如發現有損壞，應即修補。,
台北市,20190308,20181227,北市勞職字第10760749861號,鍵鴻營造工程有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,有墜落危險之處所未設防護設備。,
台北市,20190308,20181227,北市勞職字第10760979993號,陳宥卉即宥明企業社,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181227,北市勞職字第10760979991號,山華行營造股份有限公司,職業安全衛生法第27條第1項第1、2、3、4款,原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181227,北市勞職字第10760748901號,偉宏營造股份有限公司,職業安全衛生法第27條第1項第1、2、3款,原事業單位未採取承攬管理必要措施。,
職業安全衛生署,20190409,20181227,勞職授字第1070205976號,錦標營造股份有限公司,職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項,對於高差1.5公尺以上之地下室開挖作業區，勞工有遭受墜落之虞者，未於該處置能使勞工安全上下之設備。,
職業安全衛生署,20190409,20181227,勞職授字第1070205946號,久佳營造工程股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之外牆施工架工作臺、樓梯開口等場所，勞工有遭受墜落危險之虞，未於外牆施工架工作臺設置護欄(內側交叉拉桿及下拉桿)，及於樓梯開口設置護欄。,
職業安全衛生署,20190308,20181227,勞職授字第1070205950號,新藯營造股份有限公司,營造安全衛生設施標準第19條第1項,"對於高度2公尺以上之開口邊緣處作業場所,勞工有遭受墜落危害之虞者,未設置護欄、護蓋或安全網等防護設備。",
台北市,20190308,20181227,北市勞職字第10760748903號,千順企業有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,有墜落危險之處所未設防護設備。,
台北市,20190308,20181226,北市勞職字第10760748801號,地球營造股份有限公司,1.營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款;2.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款;3.職業安全衛生法第27條第1項第1、2、3款,1.未提供安全帽使正確戴用。;2.有墜落危險之處所未設防護設備。;3.原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181226,北市勞職字第10760986921號,金源營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,有墜落危險之處所未設防護設備。,
台北市,20190308,20181226,北市勞職字第10761008471號,亞億營造股份有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10761008181號,湧成營造工程有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,有墜落危險之處所未設防護設備。,
台北市,20190308,20181226,北市勞職字第10760744541號,陽昇營造有限公司,1.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款;2.職業安全衛生法第27條第1項第1、2、3款,1.有墜落危險之處所未設防護設備。;2.原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181226,北市勞職字第10760744543號,言皇有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10760748807號,心鵬實業有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10760748803號,鑫展金屬有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10760748805號,國庫石材企業股份有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10761004011號,特傑營造股份有限公司,職業安全衛生教育訓練規則第16條第1項暨職業安全衛生法第32條第1項,未施以必要安全衛生教育及訓練。,
桃園市,20190201,20181226,府勞檢字第1070326889號,志偉營造股份有限公司(許丁輝),營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,雇主對於高度二公尺以上之屋頂、鋼樑、開口部分、階梯、樓梯、坡道、工作臺、擋土牆、擋土支撐、施工構臺、橋樑墩柱及橋樑上部結構、橋臺等場所作業，勞工有遭受墜落危險之虞者，應於該處設置護欄、護蓋或安全網等防護設備。,
桃園市,20190201,20181226,府勞檢字第1070325543號,貝民股份有限公司( 林正東),職業安全衛生設施規則第29條之1第1項暨職業安全衛生法第6條第1項;職業安全衛生設施規則第29條之6第1項暨職業安全衛生法第6條第1項;職業安全衛生設施規則第29條之4暨職業安全衛生法第6條第1項;職業安全衛生設施規則第29條之5第1項暨職業安全衛生法第6條第1項,雇主使勞工於局限空間從事作業前，應先確認該空間內有無可能引起勞工缺氧、中毒、感電、塌陷、被夾、被捲及火災、爆炸等危害，有危害之虞者，應訂定危害防止計畫，並使現場作業主管、監視人員、作業勞工及相關承攬人依循辦理。;雇主使勞工於有危害勞工之虞之局限空間從事作業時，其進入許可應由雇主、工作場所負責人或現場作業主管簽署後，始得使勞工進入作業。對勞工之進出，應予確認、點名登記，並作成紀錄保存一年。;雇主使勞工於局限空間從事作業時，因空間廣大或連續性流動，可能有缺氧空氣、危害物質流入致危害勞工者，應採取連續確認氧氣、危害物質濃度之措施。;雇主使勞工於有危害勞工之虞之局限空間從事作業前，應指定專人檢點該作業場所，確認換氣裝置等設施無異常，該作業場所無缺氧及危害物質等造成勞工危害。,
台北市,20190308,20181226,北市勞職字第10760749881號,昱嘉營造有限公司,1.營造安全衛生設施標準第11條第2、4款暨職業安全衛生法第6條第1項第1款;2.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款,1.人員、車輛出入口未採取安全衛生措施。;2.有墜落危險之處所未設防護設備。,
台北市,20190308,20181226,北市勞職字第10760748921號,家滕企業有限公司,職業安全衛生設施規則第21-1條第1項第1款暨職業安全衛生法第6條第1項第1款,道路作業未依規定設置標示等。,
台北市,20190308,20181226,北市勞職字第10760748891號,青見營造股份有限公司,1.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款;2.職業安全衛生法第27條第1項第1、4款,1.有墜落危險之處所未設防護設備。;2.事業單位未採取承攬管理必要措施。,
職業安全衛生署,20190409,20181226,勞職授字第1070205957號,義力營造股份有限公司,營造安全衛生設施標準第19條第1項、職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項,對於高度2公尺以上之橋墩擴座基礎作業區，勞工有遭受墜落之虞者，未於擴座基礎頂開口部分置護欄等防護設備，及未設置能使勞工安全上下之設備。,
台北市,20190308,20181226,北市勞職字第10760748063號,全順石業有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
職業安全衛生署,20190308,20181226,勞職授字第1070205924號,中華工程股份有限公司,職業安全衛生法第27條第1項第2、3款,"與承攬人分別僱用勞工共同作業時,未設置協議組織並指定工作場所負責人擔任指揮、未監督及協調之工作、未採取工作之連繫與調整之必要措施、未巡視工作場所。",
職業安全衛生署,20190308,20181226,勞職授字第10702059241號,祥立電信股份有限公司,職業安全衛生設施規則第26條第2項,"承攬人就其承攬之全部或一部分交付再承攬時,未於事前告知再承攬人有關其事業工作環境、危害因素暨本法有關安全衛生規定應採取之措施。",
職業安全衛生署,20190308,20181226,勞職授字第10702059242號,祥立電信股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,"對於高度2公尺以上之開口邊緣處作業場所,勞工有遭受墜落危害之虞者,未設置護欄、護蓋或安全網等防護設備。",
職業安全衛生署,20190409,20181226,勞職授字第1070205944號,永進營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之施工架工作臺及樓板開口部分等場所，勞工有遭受墜落危險之虞，未於該施工架工作臺設置護欄(交叉拉桿、下拉桿)及樓板設置護欄或安全網等防護設備。,
職業安全衛生署,20190307,20181226,勞職授字第1070205971號,行政院農業委員會林務局臺東林區管理處,職業安全衛生設施規則第238條暨職業安全衛生法第6條第1項,對於工作場所有物體飛落之虞者，未設置防止物體飛落之設備，並供給安全帽等防護具，使勞工戴用,
台北市,20190308,20181226,北市勞職字第10760744531號,良端工程有限公司,營造安全衛生設施標準第135條第1款暨職業安全衛生法第6條第1項第5款,可調鋼管模板支撐未依規定辦理。,
台北市,20190308,20181226,北市勞職字第10760748743號,平準工程有限公司,營造安全衛生設施標準第19條第2項暨職業安全衛生法第6條第1項第5款,未使用安全帶等防墜措施。,
台北市,20190308,20181226,北市勞職字第10761003861號,冠淵工程有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
台北市,20190308,20181226,北市勞職字第10760748061號,篁宇營造股份有限公司,1.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款;2.職業安全衛生法第27條第1項第1、2、3款,1.有墜落危險之處所未設防護設備。;2.原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181226,北市勞職字第10760748741號,品興營造股份有限公司,職業安全衛生法第27條第1項第2、3款,原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181225,北市勞職字第10761004051號,潤鉅遊樂股份有限公司,營造安全衛生設施標準第11-1條暨職業安全衛生法第6條第1項第1、3、5款,未提供安全帽使正確戴用。,
高雄市,20190325,20181225,高市勞檢字第10772314400號,新安運輸股份有限公司,職業安全衛生法第26條第2項,承攬人就其承攬之全部或一部分再交付承攬，未於事前告知該再承攬人有關其事業工作環境、危害因素暨職業安全衛生法及有關安全衛生規定應採取之措施。,
高雄市,20190325,20181225,高市勞檢字第10772314300號,亞太國際物流股份有限公司,職業安全衛生法第6條第1項第1款,對於起重機具之作業，未規定一定之運轉指揮信號，並指派專人負責指揮。,
高雄市,20190325,20181225,高市勞檢字第10772314000號,萬海航運股份有限公司,職業安全衛生法第27條第1項,與承攬人共同作業，未依規定採取工作連繫與調整之必要措施、未巡視工作場所以及工作場所負責人未指揮、監督及協調之工作，要求承攬人落實職業安全衛生法規定。,
職業安全衛生署,20190409,20181225,勞職授字第1070205934號,仁擇營造有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之外牆施工架工作臺、施工架端部、樓梯及樓板開口部分等場所，勞工有遭受墜落危險之虞者，未於該處設置護欄(外牆施工架內側交叉拉桿及內、外側下拉桿)等防護設備。,
職業安全衛生署,20190409,20181225,勞職授字第1070205967號,蔣清圳即宇發工程行,職業安全衛生法第37條第2項,勞動場所發生罹災人數在1人以上，且需住院治療之職業災害，未於8小時內通報勞動檢查機構。,
職業安全衛生署,20200309,20181225,勞職授字第1070205889號,西北企業社,營造安全衛生設施標準第19條第1項、第11條之1暨職業安全衛生法第6條第1項,"高度2公尺以上樓梯邊緣開口部分未設置護欄且未使勞工配戴安全帽,致發生職業安全衛生法第37條第2項第1款之職業災害。",
台北市,20190308,20181225,北市勞職字第10761020321號,誠品生活股份有限公司,職業安全衛生法第27條第1項第1、2、3款,原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181225,北市勞職字第10760699714號,達欣工程股份有限公司,職業安全衛生法第27條第1項第1、2、3款,原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181225,北市勞職字第10760743231號,遠揚營造工程股份有限公司,職業安全衛生法第27條第1項第4款,原事業單位未採取承攬管理必要措施。,
台北市,20190308,20181225,北市勞職字第10760743233號,新屋力懋鋁業股份有限公司,職業安全衛生教育訓練規則第16條第1項暨職業安全衛生法第32條第1項,未施以必要安全衛生教育及訓練。,
台北市,20190308,20181225,北市勞職字第10761003291號,泰億營造有限公司,職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項第5款,未設置安全上下之設備。,
桃園市,20190201,20181225,府勞檢字第1070324765號,欣冠鑄造股份有限公司( 王振宇),機械設備器具安全標準第77條暨職業安全衛生法第6條第1項;機械設備器具安全標準第78條暨職業安全衛生法第6條第1項,堆高機應設置警報裝置。;堆高機應設置前照燈及後照燈。但堆高機已註明限照度良好場所使用者，不在此限。,
高雄市,20190325,20181225,高市勞檢字第10772313400號,裕鐵企業股份有限公司,職業安全衛生法第6條第1項第1款,對於滾輾金屬箔等或其它具有捲入點之滾軋機有危害勞工之虞，未設護圍、導輪等設備。,
高雄市,20190325,20181225,高市勞檢字第10772313600號,駿閎有限公司,職業安全衛生法第6條第1項第4款,對於荷重在1公噸以上之堆高機，未指派經特殊安全衛生教育、訓練人員操作。,
職業安全衛生署,20190307,20181225,勞職授字第10702058701號,大同綜合訊電股份有限公司,職業安全衛生設施規則第294條、有機溶劑中毒預防規則第19條暨職業安全衛生法第6條第1項,使勞工使用有害物從事作業前，未確認所使用物質之危害性，採取預防危害之必要措施；雇主使勞工從事有機溶劑作業時，未指定現場主管擔任有機溶劑作業主管，從事監督作業,
職業安全衛生署,20190308,20181225,勞職授字第1070205753號,台灣電力股份有限公司,職業安全衛生設施規則第128條之1第6款、同規則第263條暨職業安全衛生法第6條第1項第3款,"從事樹木修剪作業,使高空工作車供為主要用途以外之用途(載樹枝);對勞工於臨接11.4仟伏特架空電線從事前述作業時於作業中有接近該電路引起感電之虞者,未於該電路四周裝置絕緣用防護裝備。",
職業安全衛生署,20190308,20181225,勞職授字第10702058981號,福圓營造有限公司,職業安全衛生法第27條第1項第2、3、4款,"與承攬人分別僱用勞工共同作業時,未採取工作之連繫與調整之必要措施、未指導及協助相關承攬事業間之安全衛生教育。",
職業安全衛生署,20190307,20181225,勞職授字第1070205870號,大同綜合訊電股份有限公司,職業安全衛生法第37條第2項,事業單位勞動場所發生災害之罹災人數在一人以上，且須住院治療，雇主未於八小時內通報勞動檢查機構,
職業安全衛生署,20190308,20181225,勞職授字第10702028891號,嘉福營造股份有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,"對於高度2公尺以上之開口邊緣處作業場所,勞工有遭受墜落危害之虞者,未設置護欄、護蓋或安全網等防護設備。",
職業安全衛生署,20190308,20181225,勞職授字第10702058892號,嘉福營造股份有限公司,職業安全衛生法第26條第1項,"對於作業交付承攬人承攬,未於事前告知該承攬人有關其事業工作環境、危害因素暨本法有關安全衛生規定應採取之措施。",
職業安全衛生署,20190308,20181225,勞職授字第10702053992號,瑞展營造有限公司,職業安全衛生法第37條第2項第3款,"勞動場所發生罹災人數在1人以上,且需住院治療之職業災害,未於8小時內通報勞動檢查機構。",
職業安全衛生署,20190308,20181225,勞職授字第1070205898號,順聖達工程有限公司,職業安全衛生法第37條第2項,"勞動場所發生罹災人數在1人以上,且需住院治療之職業災害,未於8小時內通報勞動檢查機構。",
職業安全衛生署,20190308,20181225,勞職授字第10702058893號,嘉福營造股份有限公司,職業安全衛生法第27條第1項第1、2、3、4款,"與承攬人分別僱用勞工共同作業時,未設置協議組織並指定工作場所負責人擔任指揮、未監督及協調之工作、未採取工作之連繫與調整之必要措施、未巡視工作場所、未指導及協助相關承攬事業間之安全衛生教育。",
職業安全衛生署,20190308,20181225,勞職授字第10702058982號,福圓營造有限公司,營造安全衛生設施標準第19條第1項、第59條第1款暨職業安全衛生法第6條第1項,"對於高度2公尺以上之外牆施工架開口邊緣處作業場所,部分未依規定設置內側交叉拉桿及下拉桿及設置之外牆施工架工作台延伸踏板,未依CNS4750規定設置金屬扣鎖及防脫落&#37390;等裝置。",
職業安全衛生署,20190308,20181225,勞職授字第10702058983號,順聖達工程有限公司,營造安全衛生設施標準第59條第1款暨職業安全衛生法第6條第1項,"對於外牆施工架工作台延伸踏板,未依CNS4750規定設置金屬扣鎖及防脫落&#37390;等設置。",
職業安全衛生署,20190308,20181225,勞職授字第10702054143號,九鳴有限公司,職業安全衛生設施規則第281條第1項暨職業安全衛生法第6條第1項第5款,作業高度2公尺以上未使勞工使用安全帶等措施,
職業安全衛生署,20190308,20181225,勞職授字第10702054144號,協信工程行,職業安全衛生法第26條第2項,"承攬人就其承攬之全部或一部分交付再承攬時,未於事前告知再承攬人有關其事業工作環境、危害因素暨本法有關安全衛生規定應採取之措施。",
職業安全衛生署,20190308,20181225,勞職授字第1070205399號,台灣電力股份有限公司,職業安全衛生法第27條第1項第1、2、3款,"與承攬人分別僱用勞工共同作業時,未設置協議組織並指定工作場所負責人擔任指揮、未監督及協調之工作、未採取工作之連繫與調整之必要措施、未巡視工作場所。",
職業安全衛生署,20190308,20181225,勞職授字第10702053991號,瑞展營造有限公司,職業安全衛生設施規則第238條暨職業安全衛生法第6條第1項,"對於勞工於人孔內試通作業,捲線器捲軸等物體有飛落之虞,未設置防止物體飛落之設備。",
職業安全衛生署,20190606,20181224,勞職授字第1070205927號,甲聖工業股份有限公司,職業安全衛生法第24條,設置吊升荷重3公噸以上之固定式起重機，係屬中央主管機關指定具有危險性之機械，其操作人員未經中央主管機關指定認可之訓練或經技能檢定合格即行操作。,
職業安全衛生署,20190809,20181224,勞職授字第1070205877號,大成工業股份有限公司,職業安全衛生設施規則第126條暨職業安全衛生法第6條第1項,對於荷重在一公噸以上之堆高機，未指派經特殊安全衛生教育、訓練人員操作。,
加工出口區管理處,20190109,20181224,經加高四字第1070102523號,日月系統有限公司(孫逸民),職業安全衛生設施規則第281條第1項暨職業安全衛生法第6條第1項,雇主對於在高度2公尺以上之高處作業，勞工有墜落之虞者，應使勞工確實使用安全帶、安全帽及其他必要之防護具。但經雇主採安全網等措施者，不在此限。,
台北市,20190308,20181224,北市勞職字第10760748101號,坤福營造股份有限公司,職業安全衛生教育訓練規則第16條第1項暨職業安全衛生法第32條第1項,未施以必要安全衛生教育及訓練。,
台北市,20190308,20181224,北市勞職字第10760748103號,連友大理石有限公司,職業安全衛生設施規則第41條第5款暨職業安全衛生法第6條第1項第1款,堆高機、研磨機等機具未依規定辦理。,
台北市,20190308,20181224,北市勞職字第10760748081號,大陸工程股份有限公司,職業安全衛生法第27條第1項第2、3款,原事業單位未採取承攬管理必要措施。,
職業安全衛生署,20190409,20181224,勞職授字第1070205917號,國城營造有限公司,營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項,對於高度2公尺以上之工作陽台開口部分等場所，勞工有遭受墜落危險之虞，未於該處設置護欄、護蓋或安全網等防護設備。,
台北市,20190308,20181224,北市勞職字第10761002671號,鋼成營造股份有限公司,職業安全衛生設施規則第230條第1項第3款暨職業安全衛生法第6條第1項第5款,合梯未符合規定。,
台北市,20190308,20181224,北市勞職字第10761003991號,茂德工程有限公司,職業安全衛生設施規則第21-2條第1項第3款暨職業安全衛生法第6條第1項第1、3、5款,對於使用道路作業之工作場所，為防止車輛突入等引起之危害，未依相關規定辦理。,
桃園市,20190201,20181224,府勞檢字第1070314019號,滙豐工程有限公司(彭懷寬),職業安全衛生法第26條第1項,事業單位以其事業之全部或一部分交付承攬時，應於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施。,
桃園市,20190201,20181224,府勞檢字第10703140191號,滙豐工程有限公司(彭懷寬),職業安全衛生法第27條第1項第1款;職業安全衛生法第27條第1項第2款;職業安全衛生法第27條第1項第3款;職業安全衛生法第27條第1項第4款.職業安全衛生法第27條第1項第4款,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、設置協議組織，並指定工作場所負責人，擔任指揮、監督及協調之工作。二、…。;事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、…。二、工作之連繫與調整。三、…。;事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、…。三、工作場所之巡視。四、…。;事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、…。四、相關承攬事業間之安全衛生教育之指導及協助。五、…。,
